Código do Termo;Termo;Apresentação;Laboratório;Data de início de vigência;Data de fim de vigência;Data de fim de implantação;REGISTRO ANVISA
90381904;EVOPOSDO;20 MG/ML SOL INJ CT AMP VD AMB X 5 ML;WYETH INDÚSTRIA FARMACÊUTICA LTDA;01/01/2018;;31/03/2018;1211003610016
90381912;EVOPOSDO;20 MG/ML SOL INJ CT FA VD AMB X 5 ML;WYETH INDÚSTRIA FARMACÊUTICA LTDA;01/01/2018;;31/03/2018;1211003610024
90406176;EUNADES CS;20 MG/ML SOL INJ CT 10 FA PLAS TRANS X 5 ML;WYETH INDÚSTRIA FARMACÊUTICA LTDA;01/03/2019;;31/05/2019;1211004060011
90344030;EVOPOSDO;20 MG/ML SOL INJ CT AMP VD AMB X 5 ML;HOSPIRA PRODUTOS HOSPITALARES LTDA;01/06/2016;;31/08/2016;1625000130019
90203160;TEVAETOPO;20 MG/ ML SOL INJ CT 10 FA VD INC X 5 ML;TEVA FARMACÊUTICA LTDA.;10/10/2012;;31/08/2014;1557300070013
90399820;EVOPOSDO;20 MG/ML SOL INJ CT FA VD AMB X 5 ML;FARMARIN INDUSTRIA E COMERCIO LTDA;01/03/2019;;31/05/2019;1168800150024
90344049;EVOPOSDO;20 MG/ML SOL INJ CT FA VD AMB X 5 ML;HOSPIRA PRODUTOS HOSPITALARES LTDA;01/06/2016;;31/08/2016;1625000130027
90305027;EVEROLIMO;0,5 MG COM CT BL AL/AL X 60 (EMB HOSP);FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;01/01/2016;;31/03/2016;1103901690011
90305035;EVEROLIMO;0,75 MG COM CT BL AL/AL X 60 (EMB HOSP) ;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;01/01/2016;;31/03/2016;1103901690021
90305043;EVEROLIMO;1,0 MG COM CT BL AL/AL X 60 (EMB HOSP) ;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;01/01/2016;;31/03/2016;1103901690038
90305051;EVEROLIMO;2,5 MG COM CT BL AL/AL X 30 (EMB HOSP) ;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;01/01/2016;;31/03/2016;1103901690046
90305060;EVEROLIMO;5,0 MG COM CT BL AL/AL X 30 (EMB HOSP) ;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;01/01/2016;;31/03/2016;1103901690054
90305078;EVEROLIMO;10 MG COM CT BL AL/AL X 30 (EMB HOSP) ;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;01/01/2016;;31/03/2016;1103901690062
90382218;OSYS;0,5 MG COM CT BL AL AL X 60;LIBBS FARMACÊUTICA LTDA;01/01/2018;;31/03/2018;1003301980012
90382226;OSYS;0,75 MG COM CT BL AL AL X 60;LIBBS FARMACÊUTICA LTDA;01/01/2018;;31/03/2018;1003301980020
90382234;OSYS;1,0 MG COM CT BL AL AL X 60;LIBBS FARMACÊUTICA LTDA;01/01/2018;;31/03/2018;1003301980039
90169689;CERTICAN;0,50 MG COM CT BL AL/AL X 60;NOVARTIS BIOCIENCIAS S.A;10/10/2012;;31/08/2014;1006809590020
90169697;CERTICAN;0,75 MG COM CT BL AL/AL X 60;NOVARTIS BIOCIENCIAS S.A;10/10/2012;;31/08/2014;1006809590039
90169700;CERTICAN;1,00 MG COM CT BL AL/AL X 60;NOVARTIS BIOCIENCIAS S.A;10/10/2012;;31/08/2014;1006809590047
90169271;AFINITOR;5 MG COM CT BL AL/AL X 30;NOVARTIS BIOCIENCIAS S.A;10/10/2012;;31/08/2014;1006810650015
90169263;AFINITOR;10 MG COM CT BL AL/AL X 30;NOVARTIS BIOCIENCIAS S.A;10/10/2012;;31/08/2014;1006810650023
90236076;AFINITOR;2,5 MG COM CT BL AL/AL X 30;NOVARTIS BIOCIENCIAS S.A;10/10/2012;;31/08/2014;1006810650031
90423798;EVEROLIMO;2,5 MG COM CT BL AL PLAS PVC TRANS X 28;NATCOFARMA DO BRASIL LTDA;01/03/2019;;31/05/2019;1826100020011
90423801;EVEROLIMO;2,5 MG COM CT BL AL PLAS PVC TRANS X 280;NATCOFARMA DO BRASIL LTDA;01/03/2019;;31/05/2019;1826100020038
90423810;EVEROLIMO;2,5 MG COM CT BL AL PLAS PVC TRANS X 560;NATCOFARMA DO BRASIL LTDA;01/03/2019;;31/05/2019;1826100020046
90423828;EVEROLIMO;5 MG COM CT BL AL PLAS PVC TRANS X 28;NATCOFARMA DO BRASIL LTDA;01/03/2019;;31/05/2019;1826100020062
90423836;EVEROLIMO;5 MG COM CT BL AL PLAS PVC TRANS X 280;NATCOFARMA DO BRASIL LTDA;01/03/2019;;31/05/2019;1826100020089
90423844;EVEROLIMO;5 MG COM CT BL AL PLAS PVC TRANS X 560;NATCOFARMA DO BRASIL LTDA;01/03/2019;;31/05/2019;1826100020097
90423852;EVEROLIMO;5 MG COM CT BL AL PLAS PVC TRANS X 1400;NATCOFARMA DO BRASIL LTDA;01/03/2019;;31/05/2019;1826100020100
90423860;EVEROLIMO;10 MG COM CT BL AL PLAS PVC TRANS X 28;NATCOFARMA DO BRASIL LTDA;01/03/2019;;31/05/2019;1826100020119
90423879;EVEROLIMO;10 MG COM CT BL AL PLAS PVC TRANS X 280;NATCOFARMA DO BRASIL LTDA;01/03/2019;;31/05/2019;1826100020135
90423887;EVEROLIMO;10 MG COM CT BL AL PLAS PVC TRANS X 560;NATCOFARMA DO BRASIL LTDA;01/03/2019;;31/05/2019;1826100020143
90423895;EVEROLIMO;10 MG COM CT BL AL PLAS PVC TRANS X 1400;NATCOFARMA DO BRASIL LTDA;01/03/2019;;31/05/2019;1826100020151
90423909;EVEROLIMO;2,5 MG COM CT BL AL PLAS PVC TRANS X 1400;NATCOFARMA DO BRASIL LTDA;01/03/2019;;31/05/2019;1826100020054
90357450;REPATHA;140 MG/ML SOL INJ CT 3 SER PREENC VD TRANS X 1 ML + CAN APLIC;AMGEN BIOTECNOLOGIA DO BRASIL LTDA.;01/10/2016;;31/12/2016;1024400070041
90357469;REPATHA;140 MG/ML SOL INJ CT 2 SER PREENC VD TRANS X 1 ML + CAN APLIC;AMGEN BIOTECNOLOGIA DO BRASIL LTDA.;01/10/2016;;31/12/2016;1024400070033
90357477;REPATHA;140 MG/ML SOL INJ CT 1 SER PREENC VD TRANS X 1 ML + CAN APLIC;AMGEN BIOTECNOLOGIA DO BRASIL LTDA.;01/10/2016;;31/12/2016;1024400070025
90357485;REPATHA;140 MG/ML SOL INJ CT SER PREENC VD TRANS X 1 ML;AMGEN BIOTECNOLOGIA DO BRASIL LTDA.;01/10/2016;;31/12/2016;1024400070017
90130553;AROMASIN;25 MG DRG CT BL AL PLAS OPC X 30;LABORATÓRIOS PFIZER LTDA;10/10/2012;;31/08/2014;1021601410023
90351452;EXEMESTANO;25 MG DRG CT BL AL PLAS OPC X 15;WYETH INDÚSTRIA FARMACÊUTICA LTDA;01/10/2016;;31/12/2016;1211003350014
90351460;EXEMESTANO;25 MG DRG CT BL AL PLAS OPC X 30;WYETH INDÚSTRIA FARMACÊUTICA LTDA;01/10/2016;;31/12/2016;1211003350022
90351479;EXEMESTANO;25 MG DRG CT BL AL PLAS OPC X 90;WYETH INDÚSTRIA FARMACÊUTICA LTDA;01/10/2016;;31/12/2016;1211003350030
90406036;AROMASIN;25 MG DRG CT BL AL PLAS OPC X 30;WYETH INDÚSTRIA FARMACÊUTICA LTDA;01/03/2019;;31/05/2019;1211003970020
90415256;EXEMESTANO;25 MG COM REV CT BL AL PLAS OPC X 30;ACCORD FARMACÊUTICA LTDA;01/03/2019;;31/05/2019;1553700480046
90291972;FAMPYRA;10 MG COM REV LIB PROL CT FR PE X 28;BIOGEN BRASIL PRODUTOS FARMACÊUTICOS LTDA;01/01/2016;;31/03/2016;1699300030021
90291964;FAMPYRA;10 MG COM REV LIB PROL CT FR PE X 56;BIOGEN BRASIL PRODUTOS FARMACÊUTICOS LTDA;01/01/2016;;31/03/2016;1699300030013
90397649;LANEXAT;0,1 MG/ML SOL INJ IV CT 5 AMP VD TRANS X 5 ML;ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA;01/03/2019;;31/05/2019;1376401610017
90046269;FLUMAZIL;0,1 MG/ML SOL INJ CT 5 AMP VD INC X 5 ML;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;10/10/2012;;31/08/2014;1029802870027
90302265;FLUMAZIL;0,1 MG/ML SOL INJ CX 10 AMP VD TRANS X 5 ML;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;01/01/2016;;31/03/2016;1029802870035
90403363;FLUMAZENIL;0,1 MG/ML SOL INJ CT 5 AMP VD TRANS X 5 ML;HIPOLABOR FARMACEUTICA LTDA;01/03/2019;;31/05/2019;1134301960018
90403398;FLUMAZENIL;0,1 MG/ML SOL INJ CX 100 AMP VD TRANS X 5 ML;HIPOLABOR FARMACEUTICA LTDA;01/03/2019;;31/05/2019;1134301960026
90102380;FLUNEXIL;0,1 MG/ML SOL INJ IV CT 5 AMP VD INC X 5 ML ;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1006302230021
90338499;FLUMAZENIL;0,1 MG/ML SOL INJ IV CX 25 AMP VD INC X 5 ML ;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;01/06/2016;;31/08/2016;1006302350017
90338502;FLUMAZENIL;0,1 MG/ML SOL INJ IV CT 5 AMP VD INC X 5 ML ;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;01/06/2016;;31/08/2016;1006302350025
90338510;FLUMAZENIL;0,1 MG/ML SOL INJ IV CX 10 AMP VD INC X 5 ML ;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;01/06/2016;;31/08/2016;1006302350033
90339231;FLUMAZENIL;0,1 MG/ML SOL INJ CT 50 AMP VD AMB X 5 ML (EMB HOSP);LABORATÓRIO TEUTO BRASILEIRO S/A;01/06/2016;;31/08/2016;1037006350075
90339266;LENAZEN;0,1 MG/ML SOL INJ CT 50 AMP VD AMB X 5 ML (EMB HOSP);LABORATÓRIO TEUTO BRASILEIRO S/A;01/06/2016;;31/08/2016;1037006500077
90350855;LENAZEN;0,1 MG/ML SOL INJ CT 5 AMP VD AMB X 5 ML (EMB HOSP);LABORATÓRIO TEUTO BRASILEIRO S/A;01/10/2016;;31/12/2016;1037006500034
90404211;FLUMAZENIL;0,1 MG/ML SOL INJ CT 5 AMP VD AMB X 5 ML (EMB HOSP);LABORATÓRIO TEUTO BRASILEIRO S/A;01/03/2019;;31/05/2019;1037006350032
90363280;FLUZANTIC;0,1 MG/ML SOL INJ CT AMP VD AMB X 5 ML (EMB HOSP);WYETH INDÚSTRIA FARMACÊUTICA LTDA;10/04/2017;;09/07/2017;1211003320018
90363299;FLUZANTIC;0,1 MG/ML SOL INJ CT 3 AMP VD AMB X 5 ML (EMB HOSP);WYETH INDÚSTRIA FARMACÊUTICA LTDA;10/04/2017;;09/07/2017;1211003320026
90363302;FLUZANTIC;0,1 MG/ML SOL INJ CT 5 AMP VD AMB X 5 ML (EMB HOSP);WYETH INDÚSTRIA FARMACÊUTICA LTDA;10/04/2017;;09/07/2017;1211003320034
90363310;FLUZANTIC;0,1 MG/ML SOL INJ 6 CT AMP VD AMB X 5 ML (EMB HOSP);WYETH INDÚSTRIA FARMACÊUTICA LTDA;10/04/2017;;09/07/2017;1211003320042
90363329;FLUZANTIC;0,1 MG/ML SOL INJ CT 10 AMP VD AMB X 5 ML (EMB HOSP);WYETH INDÚSTRIA FARMACÊUTICA LTDA;10/04/2017;;09/07/2017;1211003320050
90363337;FLUZANTIC;0,1 MG/ML SOL INJ CT 25 AMP VD AMB X 5 ML (EMB HOSP);WYETH INDÚSTRIA FARMACÊUTICA LTDA;10/04/2017;;09/07/2017;1211003320069
90363345;FLUZANTIC;0,1 MG/ML SOL INJ CT 50 AMP VD AMB X 5 ML (EMB HOSP);WYETH INDÚSTRIA FARMACÊUTICA LTDA;10/04/2017;;09/07/2017;1211003320077
90363353;FLUZANTIC;0,1 MG/ML SOL INJ CT 60 AMP VD AMB X 5 ML (EMB HOSP);WYETH INDÚSTRIA FARMACÊUTICA LTDA;10/04/2017;;09/07/2017;1211003320085
90363361;FLUZANTIC;0,1 MG/ML SOL INJ CT 100 AMP VD AMB X 5 ML (EMB HOSP);WYETH INDÚSTRIA FARMACÊUTICA LTDA;10/04/2017;;09/07/2017;1211003320093
90363370;FLUZANTIC;0,1 MG/ML SOL INJ CT 120 AMP VD AMB X 5 ML (EMB HOSP);WYETH INDÚSTRIA FARMACÊUTICA LTDA;10/04/2017;;09/07/2017;1211003320107
90184513;LANEXAT;0,1 MG/ML SOL INJ IV CT 5 AMP VD INC X 5 ML;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;10/10/2012;;31/08/2014;1010001480015
90208650;FLUMAZENIL;0,1 MG/ML SOL INJ IV CT 5 AMP VD INC X 5 ML;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;10/10/2012;;31/08/2014;1049713260015
90068661;FLUORURACILA;25 MG/ML SOL INJ CT 50 FA VD INC X 10 ML (EMB HOSP);EUROFARMA LABORATÓRIOS S.A.;01/01/2016;;31/03/2016;1004307950040
90068688;FLUSAN;50 MG/ML SOL INJ CT 20 FA VD INC X 20 ML;EUROFARMA LABORATÓRIOS S.A.;01/01/2016;;31/03/2016;1004310410061
90211553;EFURIX;50 MG/G CREM DERM CT BG AL X 15 G ;VALEANT FARMACÊUTICA DO BRASIL LTDA;10/10/2012;;31/08/2014;1057500390011
90120965;FLUORURACILA;25 MG/ML SOL INJ CT 20 FA VD INC X 10 ML;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;10/10/2012;;31/08/2014;1064601770041
90228910;FLUORURACILA;25 MG/ML SOL INJ CT FA VD INC X 40 ML;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;10/10/2012;;31/08/2014;1064601770112
90228928;FLUORURACILA;25 MG/ML SOL INJ CX 50 FA VD INC X 40 ML;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;10/10/2012;;31/08/2014;1064601770139
90228936;FLUORURACILA;25 MG/ML SOL INJ CT FA VD INC X 20 ML;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;10/10/2012;;31/08/2014;1064601770074
90228944;FLUORURACILA;25 MG/ML SOL INJ CT 5 FA VD INC X 20 ML;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;10/10/2012;;31/08/2014;1064601770082
90228952;FLUORURACILA;25 MG/ML SOL INJ CT 50 FA VD INC X 10 ML;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;10/10/2012;;31/08/2014;1064601770058
90228960;FLUORURACILA;25 MG/ML SOL INJ CX 50 FA VD INC X 20 ML;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;10/10/2012;;31/08/2014;1064601770104
90144473;FAULDFLUOR;50 MG/ML SOL INJ CT FA VD INC X 50 ML ;LIBBS FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1003301390045
90144457;FAULDFLUOR;50 MG/ML SOL INJ CT 5 FA VD INC X 10 ML ;LIBBS FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1003301390029
90002326;FLUORURACILA;50 MG/ML SOL INJ CT FA VD INC X 5 ML;ACCORD FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1553700210014
90002300;FLUORURACILA;50 MG/ML SOL INJ CT FA VD INC X 10 ML;ACCORD FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1553700210022
90002318;FLUORURACILA;50 MG/ML SOL INJ CT FA VD INC X 20 ML;ACCORD FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1553700210030
90002490;NEUGRAST;50 MG/ML SOL INJ CT FA VD INC X 5 ML;ACCORD FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1553700220011
90002474;NEUGRAST;50 MG/ML SOL INJ CT FA VD INC X 10 ML;ACCORD FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1553700220028
90002482;NEUGRAST;50 MG/ML SOL INJ CT FA VD INC X 20 ML;ACCORD FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1553700220036
90300009;FLUTAMIDA;250 MG COM CT BL AL PLAS TRANS X 20 ;BLAU FARMACÊUTICA S.A.;01/01/2016;;31/03/2016;1163701280018
90300017;FLUTAMIDA;250 MG COM CT BL AL PLAS TRANS X 60;BLAU FARMACÊUTICA S.A.;01/01/2016;;31/03/2016;1163701280026
90300025;FLUTAMIDA;250 MG COM CT BL AL PLAS TRANS X 90;BLAU FARMACÊUTICA S.A.;01/01/2016;;31/03/2016;1163701280034
90333748;TEFLUT;250 MG COM CT BL AL PLAS TRANS X 20 ;BLAU FARMACÊUTICA S.A.;01/06/2016;;31/08/2016;1163701310014
90333756;TEFLUT;250 MG COM CT BL AL PLAS TRANS X 60;BLAU FARMACÊUTICA S.A.;01/06/2016;;31/08/2016;1163701310022
90333764;TEFLUT;250 MG COM CT BL AL PLAS TRANS X 90;BLAU FARMACÊUTICA S.A.;01/06/2016;;31/08/2016;1163701310030
90068750;FOLINATO DE CÁLCIO;50 MG PO LIOF P/ SOL INJ CX 50 FA VD AMB (EMB HOSP);EUROFARMA LABORATÓRIOS S.A.;01/01/2016;;31/03/2016;1004307760020
90068742;FOLINATO DE CÁLCIO;10 MG/ML SOL INJ IV/IM CT 10 FA VD INC X 30 ML;EUROFARMA LABORATÓRIOS S.A.;01/01/2016;;31/03/2016;1004310310091
90097181;FOLINAC;15 MG COM CX 50 BL AL PLAS INC X 10 (EMB. HOSP.);HIPOLABOR FARMACEUTICA LTDA;10/10/2012;;31/08/2014;1134300720031
90127781;PREVAX;15 MG COM CT BL AL PLAS INC X 10;BIOSINTÉTICA FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1121300950036
90132238;LEGIFOL CS;10 MG/ML SOL INJ CX 10 AMP PLAS TRANS X 5 ML;LABORATÓRIOS PFIZER LTDA;01/01/2016;;31/03/2016;1021601840052
90144481;FAULDLEUCO;10 MG/ML SOL INJ CT FA VD AMB X 30 ML;LIBBS FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1003301420025
90144490;FAULDLEUCO;10 MG/ML SOL INJ CT FA VD AMB X 5 ML;LIBBS FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1003301420017
90215494;TECNOVORIN;50 MG PO LIOF INJ CT FA VD AMB + AMP DIL VD INC X 5 ML;ZODIAC PRODUTOS FARMACÊUTICOS S/A;10/10/2012;;31/08/2014;1221400080061
90203178;TEVAFOLIN;10 MG/ML SOL INJ CT 1 FA VD INC X 30ML  ;TEVA FARMACÊUTICA LTDA.;10/10/2012;;31/08/2014;1557300110023
90203186;TEVAFOLIN;10 MG/ML SOL INJ CT 1 FA VD INC X 5ML ;TEVA FARMACÊUTICA LTDA.;10/10/2012;;31/08/2014;1557300110015
90241932;TEVAFOLIN;10 MG/ML SOL INJ CT FA VD INC X 10ML;TEVA FARMACÊUTICA LTDA.;10/10/2012;;31/08/2014;1557300110031
90241940;TEVAFOLIN;10 MG/ML SOL INJ CT FA VD INC X 20ML;TEVA FARMACÊUTICA LTDA.;10/10/2012;;31/08/2014;1557300110041
90241967;TEVAFOLIN;10 MG/ML SOL INJ CT FA VD INC X 50ML;TEVA FARMACÊUTICA LTDA.;10/10/2012;;31/08/2014;1557300110066
90400062;EVOFLUBINA;50 MG PO LIOF SOL INJ CT 5 FA VD TRANS X 20 ML;FARMARIN INDUSTRIA E COMERCIO LTDA;01/03/2019;;31/05/2019;1168800240023
90405005;EVOFLUBINA;50 MG PO LIOF SOL INJ CT 5 FA VD TRANS X 20 ML;WYETH INDÚSTRIA FARMACÊUTICA LTDA;01/03/2019;;31/05/2019;1211003750020
90144651;FLUDALIBBS;50 MG PO LIOF INJ CT 5 FA VD TRANS ;LIBBS FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1003301500029
90273753;FLUDARA;10 MG COM REV CT FR PLAS BL AL/AL X 15;GENZYME DO BRASIL LTDA;01/12/2013;;31/08/2014;1254300240012
90273761;FLUDARA;50 MG PÓ LIÓF INJ CT 5 FA VD INC ;GENZYME DO BRASIL LTDA;01/12/2013;;31/08/2014;1254300240020
90344057;EVOFLUBINA;50 MG PO LIOF SOL INJ CT 5 FA VD TRANS X 20 ML;HOSPIRA PRODUTOS HOSPITALARES LTDA;01/06/2016;;31/08/2016;1625000070024
90344197;FOSFATO DE FLUDARABINA;50 MG PO LIOF SOL INJ CT FA VD TRANS X 20 ML;HOSPIRA PRODUTOS HOSPITALARES LTDA;01/06/2016;;31/08/2016;1625000150011
90344200;FOSFATO DE FLUDARABINA;50 MG PO LIOF SOL INJ CT 5 FA VD TRANS X 20 ML;HOSPIRA PRODUTOS HOSPITALARES LTDA;01/06/2016;;31/08/2016;1625000150028
90341970;JAKAVI;5 MG COM CT BL AL PLAS TRANS X 60;NOVARTIS BIOCIENCIAS S.A;01/06/2016;;31/08/2016;1006811210019
90341988;JAKAVI;20 MG COM CT BL AL PLAS TRANS X 60;NOVARTIS BIOCIENCIAS S.A;01/06/2016;;31/08/2016;1006811210035
90341996;JAKAVI;15 MG COM CT BL AL PLAS TRANS X 60;NOVARTIS BIOCIENCIAS S.A;01/06/2016;;31/08/2016;1006811210027
90134206;MUPHORAN;50 MG/ML PO SOL INJ CT FR VD AMB X 208 MG + AMP SOL X 4 ML;LABORATÓRIOS SERVIER DO BRASIL LTDA;10/10/2012;;31/08/2014;1127800530016
90326555;TECFIDERA;120 MG CAP LIB RETARDAD CT BL AL PLAS OPC X 14;BIOGEN BRASIL PRODUTOS FARMACÊUTICOS LTDA;01/01/2016;;31/03/2016;1699300040019
90326563;TECFIDERA;120 MG CAP LIB RETARDAD CT BL AL PLAS OPC X 28;BIOGEN BRASIL PRODUTOS FARMACÊUTICOS LTDA;01/01/2016;;31/03/2016;1699300040027
90326571;TECFIDERA;120 MG CAP LIB RETARDAD CT BL AL PLAS OPC X 56;BIOGEN BRASIL PRODUTOS FARMACÊUTICOS LTDA;01/01/2016;;31/03/2016;1699300040051
90326580;TECFIDERA;120 MG CAP LIB RETARDAD CT BL AL PLAS OPC X 112;BIOGEN BRASIL PRODUTOS FARMACÊUTICOS LTDA;01/01/2016;;31/03/2016;1699300040061
90326598;TECFIDERA;240 MG CAP LIB RETARD CT BL AL PLAS OPC X 28;BIOGEN BRASIL PRODUTOS FARMACÊUTICOS LTDA;01/01/2016;;31/03/2016;1699300040078
90326601;TECFIDERA;240 MG CAP LIB RETARD CT BL AL PLAS OPC X 56;BIOGEN BRASIL PRODUTOS FARMACÊUTICOS LTDA;01/01/2016;;31/03/2016;1699300040035
90326610;TECFIDERA;240 MG CAP LIB RETARD CT BL AL PLAS OPC X 112;BIOGEN BRASIL PRODUTOS FARMACÊUTICOS LTDA;01/01/2016;;31/03/2016;1699300040043
90205120;SYGEN;100 MG SOL INJ CX 1 AMP VD INC X 5 ML ;TRB PHARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1034100030061
90015886;IRESSA;250 MG COM REV CT ENV X BL AL/PLAS TRANSP X 30;ASTRAZENECA DO BRASIL LTDA;10/10/2012;;31/08/2014;1161802360010
90268970;SIMPONI;50 MG SOL INJ CT 1 SER PREENC X 0,5 ML;JANSSEN-CILAG FARMACÊUTICA LTDA;01/12/2013;;31/08/2014;1123634050010
90268989;SIMPONI;50 MG SOL INJ CT 1 SER PREENC X 0,5 ML ACOPLADA EM CAN APLIC;JANSSEN-CILAG FARMACÊUTICA LTDA;01/12/2013;;31/08/2014;1123634050029
90311221;SIMPONI;50 MG SOL INJ CT 1 SER PREENC X 0,5 ML ACOP CAN APLIC C/ MANGA SEG;JANSSEN-CILAG FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1123634050037
90380711;SIMPONI;50 MG SOL INJ INFUS IV CT 1 FA VD TRANS X 4,0 ML;JANSSEN-CILAG FARMACÊUTICA LTDA;01/01/2018;;31/03/2018;1123634050045
90403584;TREMFYA;100 MG SOL INJ CT 1 SER PREENC VD TRANS DISP SEGURANÇA X 1 ML;JANSSEN-CILAG FARMACÊUTICA LTDA;01/03/2019;;31/05/2019;1123634180011
90363949;COTELLIC;20 MG COM REV CT BL AL PLAS TRANS X 63;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;10/04/2017;;09/07/2017;1010006620011
90049896;NAVELBINE;10 MG/ML SOL INJ CT FA VD INC X 1 ML;LABORATÓRIOS PIERRE FABRE DO BRASIL LTDA;10/10/2012;;31/08/2014;1016202490019
90049900;NAVELBINE;10 MG/ML SOL INJ CT FA VD INC X 5 ML ;LABORATÓRIOS PIERRE FABRE DO BRASIL LTDA;10/10/2012;;31/08/2014;1016202490027
90049918;NAVELBINE;20 MG CAP GEL MOLE CT BL PVC/PVDC/AL X 1;LABORATÓRIOS PIERRE FABRE DO BRASIL LTDA;10/10/2012;;31/08/2014;1016202480013
90049926;NAVELBINE;30 MG CAP GEL MOLE CT BL PVC/PVDC/AL X 1;LABORATÓRIOS PIERRE FABRE DO BRASIL LTDA;10/10/2012;;31/08/2014;1016202480021
90381700;EVOTABINA;10 MG/ML SOL INJ CT FA VD TRANS X 1 ML;WYETH INDÚSTRIA FARMACÊUTICA LTDA;01/01/2018;;31/03/2018;1211003500016
90381718;EVOTABINA;10 MG/ML SOL INJ CT FA VD TRANS X 5 ML ;WYETH INDÚSTRIA FARMACÊUTICA LTDA;01/01/2018;;31/03/2018;1211003500032
90158644;ONCOBINE;10 MG/ML SOL INJ IV CT FA VD INC X 5ML ;UCB BIOPHARMA LTDA.;01/01/2018;;31/03/2018;1236100640027
90158636;ONCOBINE;10 MG/ML SOL INJ IV CT FA VD INC X 1ML ;UCB BIOPHARMA LTDA.;01/01/2018;;31/03/2018;1236100640019
90035259;HYDREA;500 MG CAP GEL DURA CT FR VD AMB X 100;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1018000930014
90390393;TEPEV;500 MG CAP DURA CT BL AL AL X 100;EMS S/A;01/01/2018;;31/03/2018;1023512140027
90311299;IMBRUVICA;140 MG CAP DURA CT FR PLAS OPC X 120;JANSSEN-CILAG FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1123634120019
90311302;IMBRUVICA;140 MG CAP DURA CT FR PLAS OPC X 90;JANSSEN-CILAG FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1123634120027
90373944;PRAXBIND;50 MG/ML SOL INJ CT 2 FA VD TRANS X 50 ML;BOEHRINGER INGELHEIM DO BRASIL QUÍMICA E FARMACÊUTICA LTDA.;01/01/2018;;31/03/2018;1036701750010
90020367;HOLOXANE;500 MG PO PREP EXTEMP INJ CX 10 FA VD INC X 20 ML;BAXTER HOSPITALAR LTDA;10/10/2012;;31/08/2014;1068301710011
90020340;HOLOXANE;1 G PO PREP EXTEMP INJ CX 10 FA VD INC X 30 ML;BAXTER HOSPITALAR LTDA;10/10/2012;;31/08/2014;1068301710028
90020359;HOLOXANE;2 G PO PREP EXTEMP INJ CX 10 FA VD INC X 50 ML;BAXTER HOSPITALAR LTDA;10/10/2012;;31/08/2014;1068301710036
90364740;HOLOXANE;500 MG PO SOL INJ CX 1 FA VD TRANS X 20 ML;BAXTER HOSPITALAR LTDA;10/04/2017;;09/07/2017;1068301710044
90364724;HOLOXANE;1 G PO SOL INJ CX 1 FA VD TRANS X 30 ML;BAXTER HOSPITALAR LTDA;10/04/2017;;09/07/2017;1068301710052
