Código do Termo;Termo;Data de início de vigência;Data de fim de vigência;Data de fim de implantação
40813010;Ablação percutânea de tumor torácico (qualquer método);13/02/2009;;15/10/2010
40813029;Ablação percutânea de tumor hepático (qualquer método) - metodo intervencionista/terapêutico por imagem;13/02/2009;;15/10/2010
40813037;Ablação percutânea de tumor ósseo (qualquer método);13/02/2009;;15/10/2010
40813045;Ablação percutânea de tumor (qualquer método);13/02/2009;;15/10/2010
40813053;Alcoolização percutânea de angioma;13/02/2009;;15/10/2010
40813061;Angioplastia de ramo intracraniano;13/02/2009;;15/10/2010
40813070;Angioplastia de tronco supra-aórtico;13/02/2009;;15/10/2010
40813088;Angioplastia de aorta para tratamento de coarctação;13/02/2009;;15/10/2010
40813100;Angioplastia de artéria visceral - por vaso;13/02/2009;;15/10/2010
40813118;Angioplastia arterial ou venosa de anastomose vascular de fígado transplantado;13/02/2009;;15/10/2010
40813126;Angioplastia renal para tratamento de hipertensão renovascular ou outra condição;13/02/2009;;15/10/2010
40813134;Angioplastia arterial ou venosa de anastomose vascular de rim transplantado;13/02/2009;;15/10/2010
40813142;Angioplastia de ramos hipogástricos para tratamento de impotência;13/02/2009;;15/10/2010
40813150;Angioplastia de tronco venoso;13/02/2009;;15/10/2010
40813169;Angioplastia venosa para tratamento de síndrome de BUDD-CHIARI;13/02/2009;;15/10/2010
40813177;Angioplastia transluminal percutânea;13/02/2009;;15/10/2010
40813185;Angioplastia transluminal percutânea para tratamento de obstrução arterial;13/02/2009;;15/10/2010
40813193;Colocação de stent em ramo intracraniano;13/02/2009;;15/10/2010
40813207;Colocação de stent em tronco supra-aórtico;13/02/2009;;15/10/2010
40813215;Colocação de stent aórtico;13/02/2009;;15/10/2010
40813223;Colocação de stent para tratamento de síndrome de VCI;13/02/2009;;15/10/2010
40813231;Colocação de cateter venoso central ou portocath;13/02/2009;;15/10/2010
40813240;Colocação de filtro de VCI para prevenção de TEP;13/02/2009;;15/10/2010
40813258;Colocação de stent em artéria visceral - por vaso;13/02/2009;;15/10/2010
40813266;Colocação de stent para tratamento de obstrução arterial ou venosa;13/02/2009;;15/10/2010
40813274;Colocação de stent revestido (stent-graft) para tratamento de aneurisma periférico;13/02/2009;;15/10/2010
40813282;Colocação de stent revestido (stent-graft) para tratamento de fístula arteriovenosa;13/02/2009;;15/10/2010
40813290;Colocação de stent em estenose vascular de enxerto transplantado;13/02/2009;;15/10/2010
40813304;Colocação de stent em traquéia ou brônquio;13/02/2009;;15/10/2010
40813312;Colocação de stent esofagiano, duodenal ou colônico;13/02/2009;;15/10/2010
40813320;Colocação de stent biliar;13/02/2009;;15/10/2010
40813339;Colocação de stent renal;13/02/2009;;15/10/2010
40813347;Colocação percutânea de cateter pielovesical;13/02/2009;;15/10/2010
40813355;Colocação percutânea de stent vascular;13/02/2009;;15/10/2010
40813363;Coluna vertebral: infiltração foraminal ou facetária ou articular;13/02/2009;;15/10/2010
40813371;Dilatação percutânea de estenose biliar cicatricial;13/02/2009;;15/10/2010
40813380;Dilatação percutânea de estenose de conduto urinário;13/02/2009;;15/10/2010
40813398;Dilatação percutânea de estenose de ducto pancreático;13/02/2009;;15/10/2010
40813401;Aterectomia percutânea orientada por RX;13/02/2009;;15/10/2010
40813410;Drenagem percutânea de coleção pleural;13/02/2009;;15/10/2010
40813428;Drenagem percutânea de pneumotórax;13/02/2009;;15/10/2010
40813436;Drenagem de abscesso pulmonar ou mediastinal;13/02/2009;;15/10/2010
40813444;Drenagem mediastinal orientada por RX ou TC;13/02/2009;;15/10/2010
40813452;Drenagem percutânea de coleção infectada abdominal;13/02/2009;;15/10/2010
40813460;Drenagem percutânea de abscesso hepático ou pancreático;13/02/2009;;15/10/2010
40813479;Drenagem percutânea de cisto hepático ou pancreático;13/02/2009;;15/10/2010
40813487;Drenagem percutânea de via biliar;13/02/2009;;15/10/2010
40813495;Drenagem percutânea de cisto renal;13/02/2009;;15/10/2010
40813509;Drenagem percutânea de abscesso renal;13/02/2009;;15/10/2010
40813517;Drenagem percutânea de coleção infectada profunda;13/02/2009;;15/10/2010
40813525;Drenagem percutânea de abscesso retroperitoneal ou pélvico;13/02/2009;;15/10/2010
40813533;Drenagem percutânea não especificada;13/02/2009;;15/10/2010
40813541;Embolização de aneurisma cerebral por oclusão sacular - por vaso;13/02/2009;;15/10/2010
40813550;Embolização de aneurisma cerebral por oclusão vascular - por vaso;13/02/2009;;15/10/2010
40813568;Embolização de malformação arteriovenosa cerebral ou medular - por vaso;13/02/2009;;15/10/2010
40813576;Embolização de fístula arteriovenosa em cabeça, pescoço ou coluna - por vaso;13/02/2009;;15/10/2010
40813584;Embolização para tratamento de epistaxe;13/02/2009;;15/10/2010
40813592;Embolização de aneurisma ou pseudoaneurisma visceral;13/02/2009;;15/10/2010
40813606;Embolização brônquica para tratamento de hemoptise;13/02/2009;;15/10/2010
40813614;Embolização pulmonar para tratamento de fístula arteriovenosa ou outra situação;13/02/2009;;15/10/2010
40813622;Embolização de varizes esofagianas ou gástricas;13/02/2009;;15/10/2010
40813630;Embolização de hemorragia digestiva;13/02/2009;;15/10/2010
40813649;Embolização de ramo portal;13/02/2009;;15/10/2010
40813657;Embolização esplênica para tratamento de hiperesplenismo ou outra situação;13/02/2009;;15/10/2010
40813665;Embolização arterial para tratamento de priapismo;13/02/2009;;15/10/2010
40813673;Embolização para tratamento de impotência;13/02/2009;;15/10/2010
40813681;Embolização de ramos hipogástricos para tratamento de sangramento ginecológico;13/02/2009;;15/10/2010
40813690;Embolização seletiva de fístula ou aneurisma renal para tratamento de hematúria;13/02/2009;;15/10/2010
40813703;Embolização de artéria renal para nefrectomia;13/02/2009;;15/10/2010
40813711;Embolização de fístula arteriovenosa não especificada acima - por vaso;13/02/2009;;15/10/2010
40813720;Embolização de malformação vascular - por vaso;13/02/2009;;15/10/2010
40813738;Embolização de pseudoaneurisma - por vaso;13/02/2009;;15/10/2010
40813746;Embolização de artéria uterina para tratamento de mioma ou outras situações;13/02/2009;;15/10/2010
40813754;Embolização de veia espermática para tratamento de varicocele;13/02/2009;;15/10/2010
40813762;Embolização de veias ovarianas para tratamento de varicocele;13/02/2009;31/12/2017;15/10/2010
40813762;Embolização de veias ovarianas para tratamento de varizes pélvicas;01/01/2018;;31/03/2018
40813770;Embolização definitiva não especificada acima - por vaso;13/02/2009;;15/10/2010
40813789;Embolização de tumor de cabeça e pescoço;13/02/2009;;15/10/2010
40813797;Embolização de tumor do aparelho digestivo;13/02/2009;;15/10/2010
40813800;Embolização de tumor ósseo ou de partes moles;13/02/2009;;15/10/2010
40813819;Embolização de tumor não especificado;13/02/2009;;15/10/2010
40813827;Traqueotomia percutânea orientada por RX ou TC;13/02/2009;;15/10/2010
40813835;Gastrostomia percutânea orientada por RX ou TC;13/02/2009;;15/10/2010
40813843;Colecistostomia percutânea orientada por RX, US ou TC;13/02/2009;;15/10/2010
40813851;Esclerose percutânea de cisto pancreático;13/02/2009;;15/10/2010
40813860;Celostomia percutânea orientada por RX ou TC;13/02/2009;;15/10/2010
40813878;Nefrostomia percutânea orientada por RX, US, TC ou RM;13/02/2009;;15/10/2010
40813886;Pielografia percutânea orientada por RX, US, TC ou RM;13/02/2009;;15/10/2010
40813894;Exérese percutânea de tumor benigno orientada por RX, US, TC ou RM;13/02/2009;;15/10/2010
40813908;Quimioterapia por cateter de tumor de cabeça e pescoço;13/02/2009;;15/10/2010
40813916;Quimioembolização para tratamento de tumor hepático;13/02/2009;;15/10/2010
40813924;Quimioterapia por cateter intra-arterial;13/02/2009;;15/10/2010
40813932;TIPS - anastomose porto-cava percutânea para tratamento de hipertensão portal;13/02/2009;;15/10/2010
40813940;Implante de endoprótese em aneurisma de aorta abdominal ou torácica com stent revestido (stent-graft);13/02/2009;;15/10/2010
40813959;Implante de endoprótese em dissecção de aorta abdominal ou torácica com stent revestido (stent-graft);13/02/2009;;15/10/2010
40813967;Tratamento de pseudoaneurisma por compressão com US-Doppler;13/02/2009;;15/10/2010
40813975;Tratamento do vasoespasmo pós-trauma;13/02/2009;;15/10/2010
40813983;Trombectomia mecânica para tratamento de TEP;13/02/2009;;15/10/2010
40813991;Trombectomia mecânica venosa;13/02/2009;;15/10/2010
40814017;Trombectomia medicamentosa para tratamento de TEP;13/02/2009;;15/10/2010
40814025;Trombólise medicamentosa arterial ou venosa - por vaso;13/02/2009;;15/10/2010
40814033;Trombólise medicamentosa arterial ou venosa para tratamento de isquemia mesentérica;13/02/2009;;15/10/2010
40814041;Trombólise medicamentosa em troncos supra-aórticos e intracranianos;13/02/2009;;15/10/2010
40814050;Repermeabilização tubária para tratamento de infertilidade;13/02/2009;;15/10/2010
40814068;Retirada percutânea de cálculos biliares orientada por RX, US ou TC;13/02/2009;;15/10/2010
40814076;Retirada percutânea de cálculos renais orientada por RX, US ou TC;13/02/2009;;15/10/2010
40814084;Retirada percutânea de corpo estranho intravascular;13/02/2009;;15/10/2010
40814092;Osteoplastia ou discectomia percutânea (vertebroplastia e outras);13/02/2009;;15/10/2010
40814106;Discografia;13/02/2009;;15/10/2010
40814114;Litotripsia mecânica de cálculos renais orientada por RX ou US;13/02/2009;;15/10/2010
40814122;Trituração de calcificação tendínea orientada por RX ou US;13/02/2009;;15/10/2010
40814130;Sinusografia (abscessografia);13/02/2009;;15/10/2010
40814149;Paracentese orientada por RX ou US;13/02/2009;;15/10/2010
40814157;Manipulação de drenos pós-drenagem (orientada por RX, TC, US ou RM);13/02/2009;;15/10/2010
40814165;Esclerose percutânea de nódulos benignos dirigida por RX, US, TC ou RM;09/09/2010;;15/10/2010
40814173;Escleroterapia de cistos (renais, hepáticos, ovarianos), orientada por imagem;10/10/2012;;31/08/2014
40901017;US - Globo ocular - bilateral;13/02/2009;;15/10/2010
40901025;US - Globo ocular com Doppler colorido - bilateral;13/02/2009;;15/10/2010
40901033;US - Glândulas salivares (todas);13/02/2009;;15/10/2010
40901041;US - Torácico extracardíaco;13/02/2009;;15/10/2010
40901050;Ecodopplercardiograma com contraste intracavitário;13/02/2009;;15/10/2010
40901068;Ecodopplercardiograma com contraste para perfusão miocárdica - em repouso;13/02/2009;;15/10/2010
40901076;Ecodopplercardiograma com estresse farmacológico;13/02/2009;;15/10/2010
40901084;Ecodopplercardiograma fetal com mapeamento de fluxo em cores - por feto;13/02/2009;;15/10/2010
40901092;Ecodopplercardiograma transesofágico (inclui transtorácico);13/02/2009;;15/10/2010
40901106;Ecodopplercardiograma transtorácico;13/02/2009;;15/10/2010
40901114;US - Mamas;13/02/2009;;15/10/2010
40901122;US - Abdome total (abdome superior, rins, bexiga, aorta, veia cava inferior e adrenais);13/02/2009;;15/10/2010
40901130;US - Abdome superior (fígado, vias biliares, vesícula, pâncreas e baço);13/02/2009;;15/10/2010
40901149;US - Retroperitônio (grandes vasos ou adrenais);13/02/2009;;15/10/2010
40901157;Aparelho urinário feminino (rins, ureteres e bexiga);09/09/2010;31/08/2014;15/10/2010
40901165;Aparelho urinário masculino (rins, ureteres, bexiga e próstata);09/09/2010;31/08/2014;15/10/2010
40901173;US - Abdome inferior masculino (bexiga, próstata e vesículas seminais);13/02/2009;;15/10/2010
40901181;US - Abdome inferior feminino (bexiga, útero, ovário e anexos);13/02/2009;;15/10/2010
40901190;US - Dermatológico - pele e subcutâneo;13/02/2009;;15/10/2010
40901203;US - Órgãos superficiais (tireóide ou escroto ou pênis ou crânio);13/02/2009;;15/10/2010
40901211;US - Estruturas superficiais (cervical ou axilas ou músculo ou tendão);13/02/2009;;15/10/2010
40901220;US - Articular (por articulação);13/02/2009;;15/10/2010
40901238;US - Obstétrica;13/02/2009;;15/10/2010
40901246;US - Obstétrica com Doppler colorido;13/02/2009;;15/10/2010
40901254;US - Obstétrica com translucência nucal;13/02/2009;;15/10/2010
40901262;US - Obstétrica morfológica;13/02/2009;;15/10/2010
40901270;US - Obstétrica gestação múltipla: cada feto;13/02/2009;;15/10/2010
40901289;US - Obstétrica gestação múltipla com Doppler colorido: cada feto;13/02/2009;;15/10/2010
40901297;US - Obstétrica 1º trimestre (endovaginal);13/02/2009;;15/10/2010
40901300;US - Transvaginal (útero, ovário, anexos e vagina);13/02/2009;;15/10/2010
40901319;US - Transvaginal para controle de ovulação (3 ou mais exames);13/02/2009;;15/10/2010
40901327;US - Histerossonografia;13/02/2009;;15/10/2010
40901335;US - Próstata transretal (não inclui abdome inferior masculino);13/02/2009;;15/10/2010
40901351;Doppler colorido transfontanela;13/02/2009;;15/10/2010
40901360;Doppler colorido de vasos cervicais arteriais bilateral (carótidas e vertebrais);13/02/2009;;15/10/2010
40901378;Doppler colorido de vasos cervicais venosos bilateral (subclávias e jugulares);13/02/2009;;15/10/2010
40901386;Doppler colorido de órgão ou estrutura isolada;13/02/2009;;15/10/2010
40901394;Doppler colorido de aorta e artérias renais;13/02/2009;;15/10/2010
40901408;Doppler colorido de aorta e ilíacas;13/02/2009;;15/10/2010
40901416;Doppler colorido de artérias viscerais (mesentéricas superior e inferior e tronco celíaco);13/02/2009;;15/10/2010
40901424;Doppler colorido de hemangioma;13/02/2009;;15/10/2010
40901432;Doppler colorido de veia cava superior ou inferior;13/02/2009;;15/10/2010
40901440;Doppler colorido peniano com fármaco-indução;13/02/2009;;15/10/2010
40901459;Doppler colorido arterial de membro superior - unilateral;13/02/2009;;15/10/2010
40901467;Doppler colorido venoso de membro superior - unilateral;13/02/2009;;15/10/2010
40901475;Doppler colorido arterial de membro inferior - unilateral;13/02/2009;;15/10/2010
40901483;Doppler colorido venoso de membro inferior - unilateral;13/02/2009;;15/10/2010
40901491;US - Tridimensional - acrescentar ao exame de base;13/02/2009;;15/10/2010
40901505;US - Obstétrica: perfil biofísico fetal;13/02/2009;;15/10/2010
40901513;Doppler colorido de artérias penianas (sem fármaco indução);13/02/2009;;15/10/2010
40901521;Ultrassonografia biomicroscópica - monocular;13/02/2009;;15/10/2010
40901530;Ultrassonografia diagnóstica - monocular;13/02/2009;;15/10/2010
40901548;Doppler convencional órgão/estrutura isolada;13/02/2009;;15/10/2010
40901556;Ecocardiografia fetal gestação múltipla;13/02/2009;;15/10/2010
40901564;Ecoencefalograma;13/02/2009;;15/10/2010
40901572;Ultrassom com doppler abdôme total e pelve feminino;13/02/2009;;15/10/2010
40901580;US - Estudo sonográfico dinâmico das vias urinárias (masculino);09/09/2010;;15/10/2010
40901599;US - Estudo sonográfico dinâmico das vias urinárias (feminino);09/09/2010;;15/10/2010
40901602;Doppler transcraniano;09/09/2010;;15/10/2010
40901610;US - Crânio para criança;10/10/2012;;31/08/2014
40901629;US - Ecodopplercardiograma com análise do sincronismo cardíaco;10/10/2012;;31/08/2014
40901637;US - Ecocardiograma com Doppler convencional - artérias;10/10/2012;;31/08/2014
40901645;US - Ecocardiograma com Doppler convencional - carótidas;10/10/2012;;31/08/2014
40901653;US - Ecocardiograma com Doppler tecidual para ressincronização;10/10/2012;;31/08/2014
40901661;US - Ecodoppler de carótidas;10/10/2012;;31/08/2014
40901670;US - Prova de Boyden;10/10/2012;;31/08/2014
40901688;US - Adicional de reconstrução 3D - ECO;10/10/2012;;31/08/2014
40901696;US - Ecodopplercardiograma com estresse físico;10/10/2012;;31/08/2014
40901700;Ecodopplercardiograma sob estresse físico ou farmacológico com contraste;10/10/2012;;31/08/2014
40901718;Ecodopplercardiograma para ajuste de marca-passo;10/10/2012;;31/08/2014
40901726;US - Neurossonografia fetal;10/10/2012;;31/08/2014
40901734;US - Peça cirúgica;10/10/2012;;31/08/2014
40901742;US - Transretal Radial;10/10/2012;;31/08/2014
40901750;US - Próstata (via abdominal);10/10/2012;;31/08/2014
40901769;US - Aparelho urinário (rins, ureteres e bexiga);10/10/2012;;31/08/2014
40901793;Elastografia hepática ultrassônica;01/01/2018;;31/03/2018
40902013;US - Obstétrica: com amniocentese;13/02/2009;;15/10/2010
40902021;US - Obstétrica 1º trimestre com punção: biópsia ou aspirativa;13/02/2009;;15/10/2010
40902030;US - Próstata transretal com biópsia - até 8 fragmentos;13/02/2009;;15/10/2010
40902048;US - Próstata transretal com biópsia - mais de 8 fragmentos;13/02/2009;;15/10/2010
40902056;US - Intra-operatório;13/02/2009;;15/10/2010
40902064;Doppler colorido intra-operatório;13/02/2009;;15/10/2010
40902072;Ecodopplercardiograma transoperatório (transesofágico ou epicárdico) (1ª hora);13/02/2009;;15/10/2010
40902080;Ecodopplercardiograma transoperatório (transesofágico ou epicárdico) - por hora suplementar;13/02/2009;;15/10/2010
40902110;Drenagem percutânea orientada por US (acrescentar o exame de base);13/02/2009;;15/10/2010
40902129;Redução de invaginação intestinal por enema, orientada por US (acrescentar o exame de base);13/02/2009;;15/10/2010
40902137;Monitorização por Doppler transcraniano;09/09/2010;;15/10/2010
40902145;Ecodopplercardiograma intracardíaco;10/10/2012;;31/08/2014
41001010;TC - Crânio ou sela túrcica ou órbitas;13/02/2009;;15/10/2010
41001028;TC - Mastóides ou orelhas;13/02/2009;;15/10/2010
41001036;TC - Face ou seios da face;13/02/2009;;15/10/2010
41001044;TC - Articulações temporomandibulares;13/02/2009;;15/10/2010
41001052;TC - Dental (dentascan);13/02/2009;;15/10/2010
41001060;TC - Pescoço (partes moles, laringe, tireóide, faringe e glândulas salivares);13/02/2009;;15/10/2010
41001079;TC - Tórax;13/02/2009;;15/10/2010
41001087;TC - Coração - para avaliação do escore de cálcio coronariano;13/02/2009;;15/10/2010
41001095;TC - Abdome total (abdome superior, pelve e retroperitônio);13/02/2009;;15/10/2010
41001109;TC - Abdome superior;13/02/2009;;15/10/2010
41001117;TC - Pelve ou bacia;13/02/2009;;15/10/2010
41001125;TC - Coluna cervical ou dorsal ou lombo-sacra (até 3 segmentos);13/02/2009;;15/10/2010
41001133;TC - Coluna - segmento adicional;13/02/2009;;15/10/2010
41001141;TC - Articulação (esternoclavicular ou ombro ou cotovelo ou punho ou sacroilíacas ou coxofemoral ou joelho ou tornozelo) - unilateral;13/02/2009;;15/10/2010
41001150;TC - Segmento apendicular (braço ou antebraço ou mão ou coxa ou perna ou pé) - unilateral;13/02/2009;;15/10/2010
41001168;Angiotomografia (crânio ou pescoço ou tórax ou abdome superior ou pelve) - arterial ou venosa;09/09/2010;31/08/2014;15/10/2010
41001176;Angiotomografia de aorta torácica;13/02/2009;;15/10/2010
41001184;Angiotomografia de aorta abdominal;13/02/2009;;15/10/2010
41001192;TC - Escanometria digital;13/02/2009;;15/10/2010
41001206;TC - Reconstrução tridimensional de qualquer órgão ou estrutura - acrescentar ao exame de base;13/02/2009;;15/10/2010
41001214;Endoscopia virtual de qualquer órgão ou estrutura por TC - acrescentar ao exame de base;13/02/2009;;15/10/2010
41001222;TC para PET dedicado oncológico;13/02/2009;;15/10/2010
41001230;TC - Angiotomografia coronariana;10/10/2012;;31/08/2014
41001249;TC - Artérias de membro superior;10/10/2012;;31/08/2014
41001257;TC - Cisternografia por tomografia;10/10/2012;;31/08/2014
41001265;TC - Colonoscopia virtual;10/10/2012;;31/08/2014
41001273;TC - Mandíbula;10/10/2012;;31/08/2014
41001281;TC - Maxilar;10/10/2012;;31/08/2014
41001290;PET-CT cardiológico;10/10/2012;;31/08/2014
41001303;PET-CT infecção;10/10/2012;;31/08/2014
41001311;PET-CT neurológico;10/10/2012;;31/08/2014
41001320;TC - Tomossíntese digital mamária;10/10/2012;;31/08/2014
41001338;TC - Radiocirurgia esterotáxica;10/10/2012;;31/08/2014
41001346;TC - Multifase (dinâmica);10/10/2012;;31/08/2014
41001354;TC - Articular dinâmica;10/10/2012;;31/08/2014
41001362;TC - Vias urinárias (Urotomografia);10/10/2012;;31/08/2014
41001370;Angiotomografia arterial de crânio;10/10/2012;;31/08/2014
41001389;Angiotomografia venosa de crânio;10/10/2012;;31/08/2014
41001397;Angiotomografia arterial de pescoço;10/10/2012;;31/08/2014
41001400;Angiotomografia venosa de pescoço;10/10/2012;;31/08/2014
41001419;Angiotomografia arterial de tórax;10/10/2012;;31/08/2014
41001427;Angiotomografia venosa de tórax;10/10/2012;;31/08/2014
41001435;Angiotomografia arterial de abdome superior;10/10/2012;;31/08/2014
41001443;Angiotomografia venosa de abdome superior;10/10/2012;;31/08/2014
41001451;Angiotomografia arterial de pelve;10/10/2012;;31/08/2014
41001460;Angiotomografia venosa de pelve;10/10/2012;;31/08/2014
41001478;Angiotomografia arterial de membro inferior;10/10/2012;;31/08/2014
41001486;Angiotomografia venosa de membro inferior;10/10/2012;;31/08/2014
41001494;Angiotomografia arterial de membro superior;10/10/2012;;31/08/2014
41001508;Angiotomografia venosa de membro superior;10/10/2012;;31/08/2014
41001516;Angiotomografia arterial pulmonar;10/10/2012;;31/08/2014
41001524;Angiotomografia venosa pulmonar;10/10/2012;;31/08/2014
41001532;TC para planejamento oncológico;26/05/2014;;31/08/2014
41002016;Tomomielografia (até 3 segmentos) - acrescentar a TC da coluna e incluir a punção;13/02/2009;;15/10/2010
41002024;Punção aspirativa orientada por TC (acrescentar o exame de base);09/09/2010;31/08/2014;15/10/2010
41002032;Drenagem percutânea orientada por TC (acrescentar o exame de base);13/02/2009;;15/10/2010
41002040;TC - Punção para introdução de contraste (acrescentar o exame de base);10/10/2012;;31/08/2014
41002059;Artro-TC;10/10/2012;;31/08/2014
41101014;RM - Crânio (encéfalo);13/02/2009;;15/10/2010
41101022;RM - Sela túrcica (hipófise);13/02/2009;;15/10/2010
41101030;RM - Base do crânio;13/02/2009;;15/10/2010
41101049;Estudo funcional (mapeamento cortical por RM);13/02/2009;;15/10/2010
41101057;Perfusão cerebral por RM;13/02/2009;;15/10/2010
41101065;Espectroscopia por RM;13/02/2009;;15/10/2010
41101073;RM - Órbita bilateral;13/02/2009;;15/10/2010
41101081;RM - Ossos temporais bilateral;13/02/2009;;15/10/2010
41101090;RM - Face (inclui seios da face);13/02/2009;;15/10/2010
41101103;RM - Articulação temporomandibular (bilateral);13/02/2009;;15/10/2010
41101111;RM - Pescoço (nasofaringe, orofaringe, laringe, traquéia, tireóide, paratireóide);13/02/2009;;15/10/2010
41101120;RM - Tórax (mediastino, pulmão, parede torácica);13/02/2009;;15/10/2010
41101138;RM - Coração - morfológico e funcional;13/02/2009;;15/10/2010
41101146;RM - Coração - morfológico e funcional + perfusão + estresse;13/02/2009;;15/10/2010
41101154;RM - Coração - morfológico e funcional + perfusão + viabilidade miocárdica;13/02/2009;;15/10/2010
41101162;Mama (unilateral);09/09/2010;31/08/2014;15/10/2010
41101170;RM - Abdome superior (fígado, pâncreas, baço, rins, supra-renais, retroperitônio);13/02/2009;;15/10/2010
41101189;RM - Pelve (não inclui articulações coxofemorais);13/02/2009;;15/10/2010
41101197;RM - Fetal;13/02/2009;;15/10/2010
41101200;RM - Pênis;13/02/2009;;15/10/2010
41101219;RM - Bolsa escrotal;13/02/2009;;15/10/2010
41101227;RM - Coluna cervical ou dorsal ou lombar;13/02/2009;;15/10/2010
41101235;RM - Fluxo liquórico (como complementar);13/02/2009;;15/10/2010
41101243;RM - Plexo braquial (desfiladeiro torácico) ou lombossacral (não inclui coluna cervical ou lombar);13/02/2009;;15/10/2010
41101251;RM - Membro superior unilateral (não inclui mão e articulações);13/02/2009;;15/10/2010
41101260;RM - Mão (não inclui punho);13/02/2009;;15/10/2010
41101278;RM - Bacia (articulações sacroilíacas);13/02/2009;;15/10/2010
41101286;RM - Coxa (unilateral);13/02/2009;;15/10/2010
41101294;RM - Perna (unilateral);13/02/2009;;15/10/2010
41101308;RM - Pé (antepé) - não inclui tornozelo;13/02/2009;;15/10/2010
41101316;RM - Articular (por articulação);13/02/2009;;15/10/2010
41101324;Angio-RM (crânio ou pescoço ou tórax ou abdome superior ou pelve) - arterial ou venosa;09/09/2010;31/08/2014;15/10/2010
41101332;Angio-RM de aorta torácica;13/02/2009;;15/10/2010
41101340;Angio-RM de aorta abdominal;13/02/2009;;15/10/2010
41101359;Hidro-RM (colângio-RM ou uro-RM ou mielo-RM ou sialo-RM ou cistografia por RM);13/02/2009;;15/10/2010
41101367;RM - Endocavitária (endorretal ou endovaginal);13/02/2009;30/11/2013;15/10/2010
41101375;Endoscopia virtual por RM - acrescentar ao exame de base;13/02/2009;;15/10/2010
41101383;RM - Reconstrução tridimensional - acrescentar ao exame de base;13/02/2009;;15/10/2010
41101391;RM artérias membros inferiores;09/09/2010;31/08/2014;15/10/2010
41101430;RM - Avaliação de ferro (coração ou fígado);10/10/2012;;31/08/2014
41101448;RM - Tractografia;10/10/2012;;31/08/2014
41101456;RM - Difusão por RM;10/10/2012;;31/08/2014
41101464;RM - Multiparamétrica transretal da próstata;10/10/2012;;31/08/2014
41101472;RM - Planejamento;10/10/2012;;31/08/2014
41101480;RM - Mama (bilateral);10/10/2012;;31/08/2014
41101499;Angio-RM arterial pulmonar;10/10/2012;;31/08/2014
41101502;Angio-RM venosa pulmonar;10/10/2012;;31/08/2014
41101510;Angio-RM arterial de abdome superior;10/10/2012;;31/08/2014
41101529;Angio-RM venosa de abdome superior;10/10/2012;;31/08/2014
41101537;Angio-RM arterial de crânio;10/10/2012;;31/08/2014
41101545;Angio-RM venosa de crânio;10/10/2012;;31/08/2014
41101553;Angio-RM arterial de membro inferior (unilateral);10/10/2012;;31/08/2014
41101561;Angio-RM venosa de membro inferior (unilateral);10/10/2012;;31/08/2014
41101570;Angio-RM arterial de membro superior (unilateral);10/10/2012;;31/08/2014
41101588;Angio-RM venosa de membro superior (unilateral);10/10/2012;;31/08/2014
41101596;Angio-RM arterial de pelve;10/10/2012;;31/08/2014
41101600;Angio-RM venosa de pelve;10/10/2012;;31/08/2014
41101618;Angio-RM arterial de pescoço;10/10/2012;;31/08/2014
41101626;Angio-RM venosa de pescoço;10/10/2012;;31/08/2014
41101634;RM - Endorretal;10/10/2012;;31/08/2014
41101642;RM - Endovaginal;10/10/2012;;31/08/2014
41101650;RM - Neuronavegador;10/10/2012;;31/08/2014
41101669;RM para planejamento oncológico;26/05/2014;;31/08/2014
41102010;Artro-RM (incluir a punção articular) - por articulação;13/02/2009;;15/10/2010
41203011;Betaterapia (placa de estrôncio) - por campo;13/02/2009;;15/10/2010
41203020;Radiocirurgia (RTC) - nível 1, lesão única e/ou um isocentro - por tratamento;13/02/2009;;15/10/2010
41203038;Radiocirurgia (RTC) - nível 2, duas lesões e/ou dois a quatro isocentros - por tratamento;13/02/2009;;15/10/2010
41203046;Radiocirurgia (RTC) - nível 3, três lesões e/ou de mais de quatro isocentros - por tratamento;13/02/2009;;15/10/2010
41203054;Radioterapia  com Modulação da Intensidade do Feixe (IMRT) - por tratamento;13/02/2009;;15/10/2010
41203062;Radioterapia Conformada Tridimensional (RCT-3D)  com Acelerador Linear - por tratamento;13/02/2009;;15/10/2010
41203070;Radioterapia Convencional de Megavoltagem com Acelerador Linear com Fótons e Elétrons - por campo;13/02/2009;;15/10/2010
41203089;Radioterapia Convencional de Megavoltagem com Acelerador Linear só com Fótons - por campo;13/02/2009;;15/10/2010
41203097;Radioterapia Convencional de Megavoltagem com Unidade de Telecobalto - por campo;13/02/2009;;15/10/2010
41203100;Radioterapia de Corpo Inteiro - por tratamento;13/02/2009;;15/10/2010
41203119;Radioterapia de Meio Corpo (HBI) - por dia de tratamento;13/02/2009;;15/10/2010
41203127;Radioterapia de Pele Total (TSI) - por tratamento;13/02/2009;;15/10/2010
41203135;Radioterapia Estereotática - 1º dia de tratamento;13/02/2009;;15/10/2010
41203143;Radioterapia Estereotática - por dia subsequente;13/02/2009;;15/10/2010
41203151;Radioterapia Externa de Ortovoltagem (Roentgenterapia) - por campo;13/02/2009;;15/10/2010
41203160;Radioterapia Intra-operatória (IORT) - por tratamento;13/02/2009;;15/10/2010
41203178;Radioterapia Rotatória com acelerador linear com fótons e elétrons - por volume tratado e por dia;13/02/2009;;15/10/2010
